0,0,0,140,0,0,0,0,0,0,0,-3.141592653589793
-7.008221291471259,-8.438527549444196e-10,-0.003295058629390756,139.8616380671928,-9.693875885108905e-07,-0.1303426696662503,9.608388958202638e-06,0.0005112756054672909,4.007504644709505e-07,1.685515167962645e-07,8.865940340759387e-06,-3.141592646574889
-14.0095192909165,-1.347687453992493e-08,-0.01256702731917836,139.7235447216323,-6.601410007481931e-06,-0.2298203794246607,3.149145732854724e-05,0.001753955271095922,1.313632702961728e-06,1.166625615494915e-06,6.339348746374903e-05,-3.141592604893081
-21.0039059410687,-7.749604317632233e-08,-0.02674215178737124,139.5857035752248,-1.866040815455533e-05,-0.3007673983590511,5.755918857903932e-05,0.003366118335854146,2.373132715432419e-06,3.391231261982314e-06,0.0001906687806183968,-3.14159251227043
-27.99139121913079,-2.733279559751789e-07,-0.04503431188539928,139.448085977196,-3.652497014096971e-05,-0.346976516185726,8.241076953994443e-05,0.00508142410679165,3.311848722877997e-06,6.914102412928896e-06,0.0004023605679066249,-3.141592367745173
-34.97198285023808,-7.232426410346675e-07,-0.0669073650429003,139.3106519022153,-5.783436890023167e-05,-0.3730937222292879,0.0001028626988899862,0.006716866768532346,3.955623604348318e-06,1.157357127331607e-05,0.0006983342589976149,-3.141592181633269
-41.94568629742061,-1.584379741897415e-06,-0.09202949837117674,139.1733581076867,-7.957042374840774e-05,-0.383657803300292,0.0001173327772576148,0.008159172371921878,4.218390629042521e-06,1.711453167008276e-05,0.001071857040434495,-3.141591969833777
-48.91250492515135,-3.037304981331001e-06,-0.1202252867606825,139.0361613222119,-9.849932173527428e-05,-0.382951537586369,0.0001254655698882153,0.009350496134415779,4.087014452324249e-06,2.32256614960332e-05,0.001511616062753691,-3.141591751163788
-55.87244020618932,-5.275165793977567e-06,-0.1514340682356217,138.8990219237127,-0.0001116301798859324,-0.37481154306408,0.0001277461978172826,0.01027424368426577,3.603647774235847e-06,2.958259223665007e-05,0.002003899994187285,-3.141591544550279
-62.82549204069391,-8.491333956956741e-06,-0.1856718813665076,138.761909414178,-0.000116960043732934,-0.362150051565759,0.0001249658233543126,0.01093836757901522,2.847446307720249e-06,3.593149624869426e-05,0.002536222914220851,-3.141591364472001
-69.77165909716368,-1.286864493615305e-05,-0.2229998710796431,138.6247996368853,-0.0001131198392102925,-0.3473784609606102,0.0001182747199778075,0.01137194333324377,1.922631940523239e-06,4.204019250910094e-05,0.003095948879420241,-3.141591222476067
-76.7109391168942,-1.857211252368128e-05,-0.2635009451673783,138.4876760443562,-9.962710750164764e-05,-0.3322664447717914,0.0001088768023600247,0.01161389142376449,9.421791985682528e-07,4.773232270835127e-05,0.003672012066744772,-3.141591125225347
-83.64332924667571,-2.574292866793765e-05,-0.3072628830729365,138.3505298741911,-7.709977105310837e-05,-0.3179041643659702,9.772722937055434e-05,0.01170038265478922,9.060710151887193e-09,5.290976885915085e-05,0.004256355650723529,-3.141591072467139
